Aula,Situazione,AP1,AP2,AP3,AP4,AP5,AP6,AP8,AP9,AP13,AP14,AP15,AP16,AP19,AP20,AP21,AP22,AP23,AP24,AP27,AP28,AP36,AP37,AP38,AP39,AP41,AP42,AP44
E1,Crowded,-80.0,-94.0,-85.0,,-49.0,-51.0,,,-79.0,-82.0,-61.0,-63.0,-79.0,-92.0,-83.0,-90.0,-82.0,-93.0,-86.0,,-88.0,,-69.0,-87.0,-77.0,-83.0,
E1,Crowded,-80.0,-94.0,-86.0,,-45.0,-47.0,,,-70.0,-78.0,-52.0,-57.0,-79.0,-87.0,-75.0,-91.0,-87.0,-93.0,-75.0,,-85.0,,-66.0,-92.0,-70.0,-90.0,
E1,Crowded,-77.0,-97.0,-86.0,,-49.0,-43.0,,,-75.0,-81.0,-57.0,-54.0,-79.0,-80.0,-80.0,-91.0,-88.0,-93.0,-75.0,,-84.0,,-75.0,-85.0,-75.0,-82.0,
E1,Crowded,-78.0,-97.0,-86.0,,-42.0,-46.0,,,-73.0,-87.0,-55.0,-62.0,-79.0,-90.0,-75.0,-88.0,-83.0,-93.0,-73.0,,-85.0,,-73.0,-88.0,-72.0,-90.0,
E1,Crowded,-78.0,-98.0,-88.0,,-49.0,-49.0,,,-75.0,-85.0,-53.0,-64.0,-79.0,-85.0,-76.0,-88.0,-83.0,-93.0,-73.0,,-85.0,,-77.0,-92.0,-72.0,-89.0,
E1,Crowded,-78.0,-98.0,-88.0,,-45.0,-48.0,,,-74.0,-86.0,-48.0,-60.0,-79.0,-90.0,-76.0,-88.0,-82.0,-94.0,-72.0,,-85.0,,-77.0,-89.0,-74.0,-86.0,
E1,Crowded,-78.0,-98.0,-87.0,,-50.0,-55.0,,,-78.0,-85.0,-51.0,-51.0,-70.0,-82.0,-80.0,-87.0,-85.0,-94.0,-72.0,-90.0,-85.0,,-77.0,-91.0,-77.0,-76.0,
E1,Crowded,-78.0,-98.0,-87.0,,-52.0,-50.0,,,-75.0,-87.0,-45.0,-57.0,-70.0,-96.0,-80.0,-92.0,-85.0,-94.0,-72.0,-90.0,-85.0,,-78.0,-91.0,-77.0,-91.0,
E1,Crowded,-87.0,-96.0,-86.0,,-52.0,-57.0,-84.0,,-78.0,-82.0,-55.0,-55.0,-70.0,-94.0,-73.0,-89.0,-85.0,-97.0,-78.0,-90.0,-85.0,,-78.0,-91.0,-77.0,-86.0,
E1,Crowded,-87.0,-95.0,-86.0,,-49.0,-60.0,-84.0,,-74.0,-85.0,-47.0,-51.0,-70.0,-93.0,-66.0,-94.0,-85.0,-97.0,-78.0,-90.0,-85.0,,-78.0,-94.0,-78.0,-92.0,
E1,Crowded,-87.0,-95.0,-86.0,,-63.0,-52.0,-84.0,,-75.0,-86.0,-51.0,-58.0,-78.0,-87.0,-71.0,-87.0,-85.0,-97.0,-80.0,-90.0,-85.0,,-78.0,-93.0,-73.0,-95.0,
E1,Crowded,-87.0,-95.0,-86.0,,-55.0,-64.0,-84.0,,-73.0,-87.0,-46.0,-54.0,-74.0,-87.0,-70.0,-87.0,-85.0,-97.0,-70.0,-90.0,-85.0,,-80.0,-94.0,-73.0,-91.0,
E1,Crowded,-84.0,-95.0,-89.0,,-63.0,-63.0,-84.0,,-77.0,-89.0,-60.0,-61.0,-83.0,-92.0,-68.0,-85.0,-85.0,-97.0,-83.0,-90.0,,,-84.0,-94.0,-72.0,-90.0,
E1,Crowded,-80.0,-95.0,-89.0,,-49.0,-64.0,-84.0,,-74.0,-87.0,-44.0,-61.0,-80.0,-92.0,-70.0,-83.0,-87.0,-97.0,-83.0,-87.0,,,-84.0,-91.0,-77.0,-95.0,
E1,Crowded,-80.0,-95.0,-89.0,,-58.0,-64.0,-84.0,,-82.0,-87.0,-51.0,-60.0,-81.0,-92.0,-72.0,-88.0,-87.0,-97.0,-80.0,-94.0,,,-82.0,-91.0,-77.0,-87.0,
E1,Crowded,-74.0,-95.0,-89.0,,-58.0,-59.0,-84.0,,-74.0,-89.0,-46.0,-50.0,-81.0,-93.0,-72.0,-85.0,-87.0,-97.0,-77.0,-94.0,,,-84.0,-93.0,-77.0,-87.0,
E1,Crowded,-75.0,-95.0,-89.0,,-58.0,-56.0,-84.0,,-71.0,-81.0,-52.0,-48.0,-78.0,-92.0,-73.0,-81.0,-87.0,-97.0,-77.0,-94.0,,,-84.0,-90.0,-77.0,-88.0,
E1,Crowded,-80.0,-95.0,-89.0,,-55.0,-59.0,,,-74.0,-81.0,-44.0,-51.0,-80.0,-94.0,-68.0,-83.0,-87.0,,-72.0,-94.0,,,-79.0,-90.0,-77.0,-92.0,
E1,Crowded,-85.0,-95.0,-89.0,,-65.0,-58.0,,,-74.0,-83.0,-51.0,-53.0,-83.0,-95.0,-67.0,-81.0,-87.0,,-81.0,-89.0,,,-84.0,-93.0,-77.0,-93.0,
E1,Crowded,-81.0,-95.0,-89.0,,-57.0,-56.0,,,-76.0,-85.0,-43.0,-50.0,-77.0,-88.0,-62.0,-90.0,-87.0,,-69.0,-88.0,,,-84.0,-90.0,-77.0,-93.0,
E1,Crowded,-81.0,-95.0,-89.0,,-56.0,-49.0,,,-72.0,-81.0,-43.0,-49.0,-77.0,-90.0,-66.0,-88.0,-87.0,,-69.0,-88.0,,,-79.0,-92.0,-77.0,-88.0,
E1,Crowded,-79.0,-95.0,,,-53.0,-57.0,,,-72.0,-88.0,-42.0,-51.0,-77.0,-89.0,-65.0,-88.0,-89.0,,-70.0,-88.0,,,-79.0,-93.0,-78.0,-92.0,
E1,Crowded,-77.0,-95.0,,,-59.0,-58.0,,,-75.0,-82.0,-49.0,-52.0,-78.0,-96.0,-77.0,-86.0,-89.0,,-70.0,-95.0,,,-83.0,-93.0,-75.0,-94.0,
E1,Crowded,-72.0,-95.0,,,-53.0,-62.0,,,-71.0,-84.0,-48.0,-55.0,-79.0,-82.0,-65.0,-88.0,-89.0,,-70.0,-95.0,,,-74.0,-94.0,-75.0,-87.0,
E1,Crowded,-85.0,-95.0,,,-56.0,-56.0,,,-77.0,-82.0,-52.0,-61.0,-79.0,-82.0,-77.0,-91.0,-87.0,,-80.0,-95.0,,,-84.0,-95.0,-78.0,-91.0,
E1,Crowded,-74.0,-96.0,-87.0,,-57.0,-58.0,,,-77.0,-87.0,-42.0,-52.0,-79.0,-89.0,-68.0,-86.0,-87.0,,-80.0,-95.0,-86.0,,-79.0,-95.0,-75.0,-87.0,
E1,Crowded,-80.0,-96.0,-87.0,,-54.0,-60.0,,,-74.0,-87.0,-49.0,-51.0,-79.0,-90.0,-73.0,-86.0,-83.0,,-79.0,-87.0,-86.0,,-82.0,-95.0,-83.0,-87.0,
E1,Crowded,-80.0,-96.0,-87.0,,-49.0,-56.0,,,-77.0,-84.0,-48.0,-57.0,-79.0,-85.0,-66.0,-90.0,-83.0,,-79.0,-87.0,-86.0,,-82.0,-90.0,-81.0,-93.0,
E1,Crowded,-76.0,-96.0,-87.0,,-54.0,-54.0,,,-73.0,-81.0,-47.0,-55.0,-79.0,-93.0,-64.0,-90.0,-83.0,,-76.0,-88.0,-86.0,,-80.0,-91.0,-81.0,-92.0,
E1,Crowded,-76.0,-96.0,-87.0,,-54.0,-58.0,,,-69.0,-84.0,-49.0,-52.0,-79.0,-90.0,-64.0,-84.0,-85.0,,-76.0,-88.0,-86.0,,-80.0,-95.0,-77.0,-86.0,
E1,Crowded,-83.0,-96.0,-87.0,,-55.0,-59.0,,,-72.0,-78.0,-53.0,-51.0,-79.0,-94.0,-66.0,-84.0,-83.0,,-75.0,-88.0,-86.0,,-80.0,-91.0,-77.0,-92.0,
E1,Crowded,-83.0,-96.0,-87.0,,-49.0,-56.0,,,-72.0,-84.0,-43.0,-59.0,-79.0,-90.0,-67.0,-90.0,-88.0,,-75.0,-83.0,-86.0,,-80.0,-93.0,-77.0,-92.0,
E1,Crowded,-83.0,-96.0,-87.0,,-48.0,-46.0,,,-76.0,-83.0,-54.0,-56.0,,-93.0,-81.0,-90.0,-88.0,,-75.0,-83.0,-86.0,,-74.0,-88.0,-80.0,-86.0,
E1,Crowded,-83.0,-96.0,-88.0,,-49.0,-58.0,,,-76.0,-84.0,-49.0,-50.0,-79.0,-93.0,-70.0,-89.0,-88.0,,-76.0,-83.0,-86.0,,-74.0,-90.0,-78.0,-87.0,
E1,Crowded,-83.0,-96.0,-88.0,,-49.0,-54.0,,,-76.0,-83.0,-49.0,-48.0,-79.0,-93.0,-69.0,-92.0,-88.0,,-76.0,-83.0,,,-79.0,-90.0,-78.0,-87.0,
E1,Crowded,-76.0,,-88.0,,-51.0,-54.0,,,-76.0,-85.0,-51.0,-51.0,-79.0,-93.0,-68.0,-86.0,-84.0,,-69.0,-91.0,,,-75.0,-90.0,-75.0,-87.0,
E1,Crowded,-82.0,,-88.0,,-48.0,-47.0,,,-74.0,-83.0,-51.0,-52.0,-79.0,-93.0,-68.0,-86.0,-84.0,,-78.0,-91.0,,,-81.0,-94.0,-84.0,-89.0,
E1,Crowded,-82.0,-96.0,-88.0,,-52.0,-58.0,,,-70.0,-86.0,-46.0,-52.0,-79.0,-90.0,-62.0,-91.0,-84.0,,-77.0,-91.0,,,-75.0,-91.0,-77.0,-86.0,
E1,Crowded,-79.0,-94.0,-88.0,,-49.0,-57.0,-90.0,,-71.0,-81.0,-44.0,-50.0,-79.0,-91.0,-68.0,-87.0,-84.0,,-77.0,-91.0,-89.0,,-75.0,-93.0,-78.0,-86.0,
E1,Crowded,-79.0,-93.0,-88.0,,-46.0,-51.0,-90.0,,-67.0,-82.0,-41.0,-52.0,-75.0,-90.0,-68.0,-85.0,-82.0,,-77.0,-91.0,-89.0,,-75.0,-91.0,-78.0,-89.0,
E1,Crowded,-77.0,-93.0,-88.0,,-59.0,-57.0,-90.0,,-79.0,-86.0,-49.0,-56.0,-75.0,-92.0,-78.0,-88.0,-82.0,,-81.0,-91.0,-89.0,,-75.0,-91.0,-84.0,-90.0,
E1,Crowded,-74.0,-89.0,-88.0,,-50.0,-49.0,-90.0,,-72.0,-82.0,-42.0,-60.0,-68.0,-87.0,-68.0,-88.0,-89.0,,-72.0,-91.0,-89.0,,-77.0,-83.0,-79.0,-84.0,
E1,Crowded,-85.0,-89.0,,,-48.0,-51.0,-90.0,,-74.0,-84.0,-50.0,-59.0,-68.0,-85.0,-73.0,-88.0,-89.0,,-72.0,-91.0,-89.0,,-77.0,-85.0,-79.0,-84.0,
E1,Crowded,-80.0,-89.0,,,-47.0,-47.0,-90.0,,-74.0,-82.0,-51.0,-56.0,-77.0,-89.0,-72.0,-88.0,-89.0,,-72.0,-91.0,-89.0,,-75.0,-84.0,-79.0,-89.0,
E1,Crowded,-78.0,-89.0,,,-51.0,-41.0,-90.0,,-75.0,-77.0,-56.0,-70.0,-82.0,-85.0,-80.0,-97.0,-89.0,-92.0,-72.0,-92.0,-89.0,,-80.0,-83.0,-79.0,-88.0,
E1,Crowded,-78.0,-92.0,,,-48.0,-45.0,-90.0,,-71.0,-81.0,-51.0,-63.0,-83.0,-92.0,-67.0,-97.0,-85.0,-94.0,-76.0,-92.0,-84.0,,-80.0,-90.0,-74.0,-89.0,
E1,Crowded,-78.0,-89.0,,,-48.0,-45.0,-90.0,,-75.0,-82.0,-54.0,-56.0,-83.0,-88.0,-67.0,-97.0,-85.0,-94.0,-81.0,-92.0,-84.0,,-80.0,-90.0,-72.0,-88.0,
E1,Crowded,-76.0,-94.0,,,-49.0,-46.0,,,-74.0,-79.0,-53.0,-57.0,-79.0,-91.0,-67.0,-87.0,-85.0,-93.0,-81.0,-92.0,-84.0,,-80.0,-83.0,-80.0,-85.0,
E1,Crowded,-76.0,-94.0,,,-52.0,-53.0,,,-70.0,-76.0,-56.0,-67.0,-79.0,-91.0,-75.0,-87.0,-85.0,-93.0,-81.0,-83.0,-84.0,,-72.0,-88.0,-75.0,-85.0,
E1,Crowded,-79.0,-94.0,,,-51.0,-60.0,,,-66.0,-85.0,-52.0,-51.0,-71.0,-89.0,-69.0,-87.0,-81.0,-93.0,-81.0,-83.0,-84.0,,-80.0,-89.0,-79.0,-92.0,
E1,Crowded,-78.0,-93.0,,,-53.0,-49.0,,,-76.0,-79.0,-61.0,-62.0,-75.0,-89.0,-69.0,-88.0,-81.0,-92.0,-85.0,-83.0,-84.0,,-73.0,-92.0,-79.0,-92.0,
E1,Crowded,-73.0,-94.0,,,-49.0,-45.0,,,-69.0,-83.0,-50.0,-53.0,-75.0,-91.0,-69.0,-88.0,-81.0,-92.0,-85.0,-83.0,-84.0,,-73.0,-91.0,-79.0,-92.0,
E1,Crowded,-81.0,-94.0,,,-51.0,-44.0,,,-74.0,-80.0,-55.0,-51.0,-76.0,-82.0,-80.0,-88.0,-81.0,-92.0,-80.0,-83.0,-84.0,,-74.0,-86.0,-79.0,-86.0,
E1,Crowded,-75.0,-94.0,,,-46.0,-50.0,,,-74.0,-80.0,-52.0,-60.0,-74.0,-73.0,-76.0,-93.0,-84.0,-95.0,-77.0,-83.0,,,-74.0,-85.0,-79.0,-85.0,
E1,Crowded,-77.0,-95.0,,,-53.0,-42.0,,,-77.0,-79.0,-51.0,-60.0,-76.0,-86.0,-80.0,-90.0,-85.0,-93.0,-79.0,-95.0,-89.0,,-74.0,-85.0,-80.0,-86.0,
E1,Crowded,-74.0,-95.0,-87.0,,-48.0,-42.0,,,-74.0,-83.0,-49.0,-62.0,-76.0,-86.0,-74.0,-90.0,-85.0,-93.0,-77.0,-89.0,-89.0,,-74.0,-84.0,-80.0,-84.0,
E1,Crowded,-74.0,-95.0,-87.0,,-53.0,-50.0,,,-74.0,-78.0,-46.0,-54.0,-76.0,-88.0,-72.0,-90.0,-85.0,-92.0,-77.0,-95.0,-89.0,,-74.0,-85.0,-80.0,-89.0,
E1,Crowded,-64.0,-95.0,-87.0,,-50.0,-43.0,,,-67.0,-76.0,-52.0,-65.0,-72.0,-90.0,-72.0,-89.0,-85.0,-93.0,-77.0,-95.0,-89.0,,-71.0,-85.0,-80.0,-86.0,
E1,Crowded,-71.0,-88.0,-87.0,,-48.0,-48.0,,,-66.0,-77.0,-59.0,-64.0,-72.0,-90.0,-86.0,-89.0,-85.0,-92.0,-88.0,-95.0,-89.0,,-71.0,-82.0,-78.0,-90.0,
E1,Crowded,-72.0,-88.0,-87.0,,-49.0,-50.0,,,-70.0,-80.0,-58.0,-65.0,-72.0,-93.0,-77.0,-89.0,-85.0,-94.0,-77.0,-95.0,-89.0,,-61.0,-80.0,-78.0,-88.0,
E1,Crowded,-72.0,-89.0,-90.0,,-52.0,-41.0,,,-69.0,-83.0,-58.0,-65.0,-85.0,-92.0,-77.0,-89.0,-82.0,-92.0,-79.0,-95.0,-83.0,,-65.0,-84.0,-80.0,-91.0,
E1,Crowded,-73.0,-89.0,-84.0,,-50.0,-57.0,,,-70.0,-80.0,-54.0,-60.0,-75.0,-92.0,-77.0,-90.0,-82.0,-92.0,-82.0,-95.0,-83.0,,-65.0,-83.0,-80.0,-88.0,
E1,Crowded,-80.0,-95.0,-84.0,,-44.0,-45.0,,,-68.0,-76.0,-55.0,-61.0,-84.0,-92.0,-81.0,-94.0,-83.0,-93.0,-75.0,-95.0,-83.0,,-71.0,-79.0,-75.0,-91.0,
E1,Crowded,-80.0,-95.0,-86.0,,-43.0,-48.0,,,-67.0,-79.0,-52.0,-71.0,-76.0,-92.0,-81.0,-94.0,-81.0,-93.0,-75.0,-95.0,-83.0,,-71.0,-79.0,-75.0,-94.0,
E1,Crowded,-78.0,-96.0,-86.0,,-53.0,-47.0,,,-73.0,-79.0,-64.0,-61.0,-76.0,-89.0,-81.0,-94.0,-85.0,-93.0,-75.0,-95.0,-83.0,,-74.0,-79.0,-77.0,-91.0,
E1,Crowded,-76.0,-96.0,-86.0,,-46.0,-49.0,,,-73.0,-79.0,-54.0,-61.0,-68.0,-86.0,-81.0,-94.0,-79.0,-93.0,-74.0,,-83.0,,-74.0,-83.0,-76.0,-90.0,
E1,Crowded,-81.0,-96.0,-86.0,,-52.0,-46.0,,,-76.0,-81.0,-51.0,-64.0,-69.0,-85.0,-79.0,-94.0,-83.0,-92.0,-82.0,,-83.0,,-79.0,-89.0,-73.0,-78.0,
E1,Crowded,-76.0,-96.0,-86.0,,-51.0,-46.0,,,-76.0,-81.0,-46.0,-61.0,-71.0,-89.0,-79.0,-87.0,-84.0,-92.0,-72.0,,-89.0,,-81.0,-87.0,-75.0,-91.0,
E1,Crowded,-80.0,-96.0,-86.0,,-53.0,-54.0,,,-75.0,-81.0,-47.0,-47.0,-79.0,-89.0,-69.0,-86.0,-84.0,-92.0,-72.0,-92.0,-89.0,,-82.0,-94.0,-75.0,-88.0,
E2,Crowded,-47.0,-64.0,,,-78.0,-71.0,,,-62.0,-75.0,-80.0,-92.0,,,,,,,-68.0,-92.0,-59.0,-80.0,,-94.0,,,
E2,Crowded,-45.0,-64.0,,,-78.0,-71.0,,,-61.0,-75.0,-79.0,-94.0,,,-86.0,,-88.0,,-67.0,-93.0,-62.0,-80.0,,-94.0,,,
E2,Crowded,-50.0,-64.0,,,-78.0,-71.0,,,-62.0,-79.0,-79.0,-92.0,,,-86.0,,-88.0,,-67.0,-93.0,-61.0,-76.0,,,,,
E2,Crowded,-50.0,-63.0,,,-80.0,-83.0,,,-62.0,-74.0,-79.0,-90.0,,,-86.0,,-88.0,,-67.0,-93.0,-62.0,-76.0,,,,,
E2,Crowded,-50.0,-59.0,,,-80.0,-79.0,,,-71.0,-74.0,-79.0,-90.0,,,-86.0,,-88.0,,-67.0,-93.0,-62.0,-76.0,,,,,
E2,Crowded,-45.0,-66.0,,,-80.0,-83.0,,,-56.0,-76.0,-83.0,-95.0,,,-86.0,,-88.0,,-69.0,-91.0,-65.0,-76.0,,,,,
E2,Crowded,-51.0,-62.0,,,-76.0,-83.0,,,-70.0,-76.0,-86.0,-96.0,,,-86.0,,-86.0,,-69.0,-91.0,-66.0,-76.0,,,,,
E2,Crowded,-45.0,-61.0,,,-79.0,-83.0,,,-69.0,-76.0,-86.0,-91.0,,,-86.0,,-86.0,,-75.0,-93.0,-67.0,-75.0,,,,,
E2,Crowded,-52.0,-65.0,,,-84.0,-83.0,,,-74.0,-75.0,-86.0,-94.0,,,-86.0,,-85.0,,-75.0,-88.0,-65.0,-76.0,,,,,
E2,Crowded,-39.0,-64.0,,,-78.0,-83.0,,,-72.0,-75.0,-82.0,-91.0,,,-86.0,,-85.0,,-75.0,-88.0,-70.0,-76.0,,,,,
E2,Crowded,-42.0,-56.0,,,-78.0,-83.0,,,-70.0,-78.0,-83.0,-92.0,,,-86.0,,-85.0,,-75.0,-88.0,-70.0,-74.0,,,,,
E2,Crowded,-41.0,-52.0,,,-81.0,-83.0,,,-68.0,-77.0,-83.0,-93.0,,,-86.0,,-85.0,,-75.0,-88.0,-60.0,-74.0,,,,,
E2,Crowded,-42.0,-63.0,,,-81.0,-83.0,,,-74.0,-78.0,-84.0,-89.0,-85.0,,-86.0,,-85.0,,-75.0,-92.0,-60.0,-74.0,,,,,
E2,Crowded,-41.0,-59.0,,,-81.0,-83.0,,,-70.0,-83.0,-84.0,-89.0,-85.0,,-86.0,,-85.0,,-75.0,-92.0,-58.0,-71.0,,,,,
E2,Crowded,-45.0,-51.0,,,-82.0,-90.0,,,-70.0,-79.0,-84.0,-91.0,-85.0,,-86.0,,-85.0,,-75.0,-95.0,-58.0,-71.0,,,,,
E2,Crowded,-35.0,-52.0,,,-83.0,-90.0,,,-73.0,-87.0,-84.0,-91.0,-85.0,,-89.0,,-85.0,,-75.0,-95.0,-53.0,-69.0,,,,,
E2,Crowded,-39.0,-51.0,,,-83.0,-88.0,,,-79.0,-83.0,-84.0,-91.0,-85.0,,-89.0,,,,,-95.0,-58.0,-69.0,,,,,
E2,Crowded,-38.0,-56.0,,,-83.0,-87.0,,,-77.0,-83.0,-84.0,-95.0,-85.0,,-89.0,,,,,-95.0,-62.0,-75.0,,,,,
E2,Crowded,-37.0,-52.0,,,-83.0,-87.0,,,-77.0,-81.0,-84.0,-95.0,-85.0,,-89.0,,,,-80.0,-89.0,-55.0,-73.0,,,,,
E2,Crowded,-37.0,-55.0,,,-83.0,-87.0,,,-73.0,-77.0,-83.0,-95.0,-85.0,,-89.0,,,,-80.0,-89.0,-53.0,-71.0,,,,,
E2,Crowded,-42.0,-61.0,,,-83.0,-89.0,,,-70.0,-83.0,-83.0,-95.0,-85.0,,-89.0,,,,-80.0,-89.0,-55.0,-67.0,,,,,
E2,Crowded,-39.0,-56.0,,,-83.0,-87.0,,,-72.0,-83.0,-83.0,-95.0,,,-89.0,,,,-80.0,-89.0,-63.0,-67.0,,,,,
E2,Crowded,-40.0,-54.0,,,-81.0,-87.0,,,-72.0,-83.0,-83.0,-95.0,,,-89.0,,,,-80.0,-89.0,-57.0,-62.0,,,,,
E2,Crowded,-41.0,-58.0,,,-84.0,-87.0,,,-73.0,-84.0,-83.0,-95.0,,,-89.0,,,,-80.0,-89.0,-48.0,-67.0,,,,,
E2,Crowded,-51.0,-61.0,,,-84.0,-89.0,,,-78.0,-77.0,-83.0,-95.0,,,,,,,-75.0,-89.0,-60.0,-67.0,,,,,
E2,Crowded,-43.0,-61.0,,,-84.0,-89.0,,,-77.0,-80.0,-83.0,-95.0,,,,,,,-75.0,-92.0,-51.0,-67.0,,,,,
E2,Crowded,-44.0,-60.0,,,-84.0,-89.0,,,-77.0,-80.0,-86.0,,,,,,,,-75.0,-92.0,-54.0,-65.0,,,,,
E2,Crowded,-43.0,-51.0,,,-84.0,-86.0,,,-74.0,-77.0,-86.0,,,,,,,,-75.0,-90.0,-49.0,-62.0,,,,,
E2,Crowded,-43.0,-60.0,,,-87.0,-86.0,,,-70.0,-80.0,-86.0,,,,,,,,-76.0,-94.0,-56.0,-67.0,,,,,
E2,Crowded,-43.0,-58.0,,,-86.0,-86.0,,,-80.0,-81.0,-86.0,,,,,,,,-76.0,-91.0,-56.0,-72.0,,,,,
E2,Crowded,-46.0,-60.0,,,-86.0,-86.0,,,-80.0,-80.0,-86.0,,,,,,,,-76.0,-91.0,-56.0,-63.0,,,,,
E2,Crowded,-43.0,-65.0,,,-86.0,-86.0,,,-76.0,-80.0,-86.0,,,,,,,,-76.0,-91.0,-52.0,-65.0,,,,,
E2,Crowded,-38.0,-51.0,,,-86.0,-86.0,,,-72.0,-81.0,-86.0,,,,-90.0,,,,-76.0,-94.0,-52.0,-71.0,,,,,
E2,Crowded,-43.0,-62.0,,,-86.0,-88.0,,,-79.0,-80.0,-83.0,,,,-90.0,,,,-76.0,-94.0,-53.0,-65.0,,,,,
E2,Crowded,-42.0,-52.0,,,-86.0,-88.0,,,-78.0,-78.0,-82.0,,,,-90.0,,,,-76.0,-94.0,-59.0,-65.0,,,-86.0,,
E2,Crowded,-38.0,-54.0,,,-79.0,-88.0,,,-73.0,-76.0,-83.0,,,,-90.0,,,,-76.0,-92.0,-59.0,-65.0,,,-86.0,,
E2,Crowded,-42.0,-59.0,,,-79.0,-88.0,,,-73.0,-77.0,-83.0,,,,-90.0,,,,,-89.0,-60.0,-70.0,,,-86.0,,
E2,Crowded,-46.0,-59.0,,,-74.0,-88.0,,,-63.0,-77.0,-77.0,,-80.0,,-90.0,,-89.0,,,-89.0,-58.0,-70.0,-86.0,,-86.0,,
E2,Crowded,-46.0,-63.0,,,-79.0,-88.0,,,-63.0,-75.0,-77.0,,-80.0,,-90.0,,-86.0,,-78.0,-91.0,-59.0,-72.0,-86.0,,-86.0,,
E2,Crowded,-51.0,-60.0,,,-79.0,-78.0,,,-68.0,-73.0,-77.0,-89.0,-80.0,,-90.0,,-86.0,,-78.0,-91.0,-59.0,-78.0,-81.0,,-86.0,,
E2,Crowded,-49.0,-60.0,,,-72.0,-72.0,,,-70.0,-77.0,-74.0,-87.0,-80.0,,,,-86.0,,-78.0,-94.0,-63.0,-78.0,-81.0,,-86.0,,
E2,Crowded,-48.0,-57.0,,,-66.0,-84.0,,,-69.0,-78.0,-74.0,-89.0,-80.0,,,,-86.0,,-78.0,-94.0,-62.0,-78.0,-81.0,,-86.0,,
E2,Crowded,-44.0,-59.0,,,-74.0,-84.0,,,-63.0,-77.0,-74.0,-91.0,-80.0,,,,-86.0,,-74.0,-92.0,-57.0,-74.0,-81.0,,-86.0,,
E2,Crowded,-43.0,-59.0,,,-78.0,-84.0,,,-63.0,-76.0,-74.0,-91.0,-80.0,,,,-86.0,,-74.0,-90.0,-59.0,-74.0,-81.0,,,,
E2,Crowded,-54.0,-52.0,,,-78.0,-84.0,,,-70.0,-77.0,-74.0,-93.0,-80.0,,,,-86.0,,-74.0,-92.0,-59.0,-73.0,-81.0,,,,
E2,Crowded,-42.0,-56.0,,,-82.0,-84.0,,,-71.0,-77.0,-82.0,-94.0,-80.0,,,,-86.0,,-74.0,-92.0,-63.0,-74.0,-81.0,,,,
E2,Crowded,-47.0,-54.0,,,-79.0,-84.0,,,-72.0,-78.0,-82.0,-94.0,,,,,-86.0,,-74.0,-92.0,-63.0,-74.0,-81.0,,,,
E2,Crowded,-43.0,-59.0,,,-79.0,-84.0,,,-65.0,-73.0,-82.0,-92.0,,,,,-86.0,,-74.0,-88.0,-61.0,-74.0,-81.0,,,,
E2,Crowded,-43.0,-61.0,,,-79.0,-84.0,,,-72.0,-76.0,-82.0,-94.0,,,,,-86.0,,-74.0,-92.0,-61.0,-73.0,,,,,
E2,Crowded,-49.0,-64.0,,,-75.0,-79.0,,,-66.0,-72.0,-78.0,-88.0,,,,,-86.0,,-74.0,-94.0,-57.0,-73.0,,,,,
E2,Crowded,-49.0,-63.0,,,-75.0,-79.0,,,-66.0,-74.0,-78.0,-88.0,,,,,-86.0,,-74.0,-94.0,-60.0,-79.0,,,,,
E2,Crowded,-48.0,-62.0,,,-75.0,-79.0,,,-66.0,-84.0,-78.0,-93.0,,,,,-86.0,,,-94.0,-55.0,-71.0,,,,,
E2,Crowded,-49.0,-61.0,,,-72.0,-79.0,,,-66.0,-76.0,-78.0,-93.0,,,,,-86.0,,,-91.0,-55.0,-70.0,,,,,
E2,Crowded,-47.0,-61.0,,,-72.0,-79.0,,,-66.0,-73.0,-80.0,-93.0,,,,,-86.0,,,-90.0,-66.0,-74.0,,,,,
E2,Crowded,-49.0,-64.0,,,-71.0,-79.0,,,-68.0,-75.0,-79.0,-93.0,,,,,,,,-94.0,-64.0,-74.0,,,,,
E2,Crowded,-43.0,-61.0,,,-76.0,-79.0,,,-68.0,-78.0,-79.0,-97.0,,,,,,,-75.0,-94.0,-52.0,-68.0,,,,,
E2,Crowded,-40.0,-63.0,,,-74.0,-79.0,,,-71.0,-75.0,-79.0,-97.0,,,,,,,-75.0,-93.0,-60.0,-72.0,-81.0,,,,
E2,Crowded,-49.0,-66.0,,,-76.0,-80.0,,,-68.0,-77.0,-79.0,-92.0,,,,,-86.0,,-75.0,-93.0,-61.0,-67.0,-81.0,,,,
E2,Crowded,-46.0,-61.0,,,-76.0,-80.0,,,-70.0,-78.0,-79.0,-90.0,,,,,-86.0,,-75.0,-92.0,-53.0,-70.0,-81.0,,,,
E2,Crowded,-43.0,-60.0,,,-82.0,-80.0,,,-74.0,-87.0,-81.0,-90.0,-86.0,,,,-86.0,,-75.0,-92.0,-50.0,-68.0,-81.0,,,,
E2,Crowded,-40.0,-52.0,,,-75.0,-87.0,,,-65.0,-79.0,-77.0,-90.0,-86.0,,,,-86.0,,-75.0,-92.0,-59.0,-64.0,-81.0,,,,
E2,Crowded,-46.0,-50.0,,,-80.0,-87.0,,,-73.0,-75.0,-78.0,-94.0,-86.0,,,,-86.0,,-75.0,-92.0,-67.0,-68.0,-81.0,,,,
